region,day,total_trucks,total_routes,total_cost,total_ww_cost
6,70,3,4,4416.755586933728,4416.755586933728
7,70,2,2,2169.5819943021393,2169.5819943021393
0,71,5,7,5666.328969462531,5666.328969462531
1,71,2,3,2468.2687731956153,2468.2687731956153
2,71,3,3,3703.0667521421456,3703.0667521421456
3,71,4,4,4451.0711611305405,4451.0711611305405
4,71,3,4,4699.784063670063,4699.784063670063
5,71,2,2,2138.958812211692,2138.958812211692
6,71,3,4,4360.632068778545,4360.632068778545
7,71,2,2,2265.4153276354727,2265.4153276354727
0,72,5,6,6159.606465724281,6159.606465724281
1,72,2,2,2646.397793604126,2646.397793604126
2,72,3,4,4328.800423365901,4328.800423365901
3,72,4,6,5035.903482177946,5035.903482177946
4,72,3,4,4554.960748189248,4554.960748189248
5,72,2,3,2612.8752201925545,2612.8752201925545
6,72,3,4,4473.246492046501,4473.246492046501
7,72,2,2,2422.4950191710172,2422.4950191710172
0,73,5,6,6229.527371842368,6229.527371842368
1,73,2,3,3063.8778834794416,3063.8778834794416
2,73,3,3,3080.2891682391937,3080.2891682391937
3,73,4,5,4465.799993427207,4465.799993427207
4,73,3,6,4611.341025595207,4611.341025595207
5,73,2,3,2648.098638509109,2648.098638509109
6,73,3,6,4233.520653799748,4233.520653799748
7,73,2,2,2308.3391854296915,2308.3391854296915
0,74,5,8,5945.310812995356,5945.310812995356
1,74,2,3,3215.8462893404867,3215.8462893404867
2,74,3,4,3841.9737071273,3841.9737071273
3,74,4,5,3953.975346070671,3953.975346070671
4,74,3,4,4169.496415847726,4169.496415847726
5,74,2,2,2466.661114282774,2466.661114282774
6,74,3,4,4321.003572431214,4321.003572431214
7,74,2,2,2819.2199364923886,2819.2199364923886
0,75,5,8,5799.247687786953,5799.247687786953
1,75,2,2,2675.338533148854,2675.338533148854
2,75,3,4,4152.223105978226,4152.223105978226
3,75,4,6,4659.362868263323,4659.362868263323
4,75,3,4,4604.933372713641,4604.933372713641
5,75,2,2,2305.625478878359,2305.625478878359
6,75,3,4,3963.2443162129043,3963.2443162129043
7,75,2,2,2548.4784742362285,2548.4784742362285
0,76,5,5,6086.800588077063,6086.800588077063
1,76,2,3,3068.044550146108,3068.044550146108
2,76,3,3,3673.7768829679026,3673.7768829679026
3,76,4,5,4508.391689652802,4508.391689652802
4,76,3,4,4329.533017739879,4329.533017739879
5,76,2,3,2228.6031844488525,2228.6031844488525
6,76,3,4,4367.436710156127,4367.436710156127
7,76,2,2,2602.553269825722,2602.553269825722
0,77,5,7,5879.782336317906,5879.782336317906
1,77,2,3,2493.2687731956153,2493.2687731956153
2,77,3,4,3959.518242632804,3959.518242632804
3,77,4,5,4755.1585799305085,4755.1585799305085
4,77,3,4,4670.241760015525,4670.241760015525
5,77,2,3,2919.1347428752692,2919.1347428752692
6,77,3,4,4274.056701201957,4274.056701201957
7,77,2,2,2002.9153276354727,2002.9153276354727
0,78,5,6,6275.892054037312,6275.892054037312
1,78,2,2,2282.837526710375,2282.837526710375
2,78,3,4,3366.0867072912365,3366.0867072912365
3,78,4,5,4061.5447829085283,4061.5447829085283
4,78,3,4,4756.49909473594,4756.49909473594
5,78,2,3,2589.071353981206,2589.071353981206
6,78,3,6,4246.232247997936,4246.232247997936
7,78,2,2,2069.5819943021397,2069.5819943021397
0,79,5,6,6283.67069458509,6283.67069458509
1,79,2,2,2483.464865375515,2483.464865375515
2,79,3,4,4072.4817653701098,4072.4817653701098
3,79,4,6,4696.954758162605,4696.954758162605
4,79,3,4,4322.880931795874,4322.880931795874
5,79,2,2,2267.076661746621,2267.076661746621
6,79,3,4,3807.111054232536,3807.111054232536
7,79,2,2,2366.289286596545,2366.289286596545
0,80,5,6,6350.362246436996,6350.362246436996
1,80,2,2,2410.440441492138,2410.440441492138
2,80,3,4,3555.394466784918,3555.394466784918
3,80,4,5,4287.595657924864,4287.595657924864
4,80,3,3,3911.7798452430507,3911.7798452430507
5,80,2,3,2491.0652104257324,2491.0652104257324
6,80,3,4,3925.217905470982,3925.217905470982
7,80,2,2,2339.161685837684,2339.161685837684
0,81,5,6,5841.777584676853,5841.777584676853
1,81,2,3,2468.2687731956153,2468.2687731956153
2,81,3,3,3644.228793756737,3644.228793756737
3,81,4,5,4770.30259656275,4770.30259656275
4,81,3,4,4609.4338242097465,4609.4338242097465
5,81,2,2,2268.293325919759,2268.293325919759
6,81,3,4,4441.0020119980745,4441.0020119980745
7,81,2,3,3257.944168655737,3257.944168655737
0,82,5,7,5705.154745449394,5705.154745449394
1,82,2,3,2285.816920776553,2285.816920776553
2,82,3,4,4013.818336239555,4013.818336239555
3,82,4,5,4718.560744135891,4718.560744135891
4,82,3,4,4491.258754573195,4491.258754573195
5,82,2,3,2707.6979199607345,2707.6979199607345
6,82,3,4,3871.0324516358696,3871.0324516358696
7,82,2,2,2387.4139810191855,2387.4139810191855
0,83,5,6,5963.968309919441,5963.968309919441
1,83,2,3,2422.4354398622822,2422.4354398622822
2,83,3,4,4442.448057951737,4442.448057951737
3,83,4,8,4197.736711319362,4197.736711319362
4,83,3,3,4020.868512957366,4020.868512957366
5,83,2,2,2424.9944476161077,2424.9944476161077
6,83,3,3,3830.911399401909,3830.911399401909
7,83,2,2,2474.3308603616993,2474.3308603616993
0,84,5,7,5557.927395815335,5557.927395815335
1,84,2,2,2451.3916541827884,2451.3916541827884
2,84,3,4,4627.722085151889,4627.722085151889
3,84,4,5,4820.458851059356,4820.458851059356
4,84,3,4,4769.724645420014,4769.724645420014
5,84,2,3,1961.008722414744,1961.008722414744
6,84,3,4,4301.818145453304,4301.818145453304
7,84,2,2,2404.080647685852,2404.080647685852
0,85,5,8,6270.448645227994,6270.448645227994
1,85,2,3,2935.9430013758124,2935.9430013758124
2,85,3,4,4370.467090032568,4370.467090032568
3,85,4,4,4475.532885767476,4475.532885767476
4,85,3,4,4072.2168419725776,4072.2168419725776
5,85,2,4,2682.2520760135058,2682.2520760135058
6,85,3,5,3773.758511742827,3773.758511742827
7,85,2,2,2319.5819943021397,2319.5819943021397
0,86,5,6,6299.189161781494,6299.189161781494
1,86,2,2,2150.290027396135,2150.290027396135
2,86,3,4,4192.591437994215,4192.591437994215
3,86,4,5,4788.4121585420135,4788.4121585420135
4,86,3,4,4552.51716751008,4552.51716751008
5,86,2,2,2561.598197491579,2561.598197491579
6,86,3,4,4133.286939663019,4133.286939663019
7,86,2,2,2548.3866031590555,2548.3866031590555
0,87,5,6,5580.165601607563,5580.165601607563
1,87,2,3,2937.7716296495546,2937.7716296495546
2,87,3,4,4047.2261646725324,4047.2261646725324
3,87,4,6,4550.497153630903,4550.497153630903
4,87,3,5,5079.54261396942,5079.54261396942
5,87,2,2,2313.2393916248807,2313.2393916248807
6,87,3,4,3315.324535188617,3315.324535188617
7,87,2,2,2506.811807569562,2506.811807569562
0,88,5,6,5731.491978799481,5731.491978799481
1,88,2,3,2339.102106528949,2339.102106528949
2,88,3,4,3889.3441990336337,3889.3441990336337
3,88,4,5,4198.409564255259,4198.409564255259
4,88,3,4,4575.765518250406,4575.765518250406
5,88,2,3,2169.342055748077,2169.342055748077
6,88,3,5,4222.418513971123,4222.418513971123
7,88,2,2,2494.3118075695616,2494.3118075695616
0,89,5,6,5968.563147311206,5968.563147311206
1,89,2,2,2588.6286116043593,2588.6286116043593
2,89,3,4,4242.672588691239,4242.672588691239
3,89,4,7,4042.0902868479548,4042.0902868479548
4,89,3,4,4061.4860217492533,4061.4860217492533
5,89,2,3,2906.9465287155344,2906.9465287155344
6,89,3,4,4305.845826494197,4305.845826494197
7,89,2,2,2499.9139810191855,2499.9139810191855
0,90,5,5,5704.440117073863,5704.440117073863
1,90,2,2,2297.932751067294,2297.932751067294
2,90,3,3,3542.3259933578147,3542.3259933578147
3,90,4,5,4826.516636445256,4826.516636445256
4,90,3,4,4975.7909662085885,4975.7909662085885
5,90,2,3,2373.3346704162764,2373.3346704162764
6,90,3,6,4208.201237422052,4208.201237422052
7,90,2,2,2044.5819943021395,2044.5819943021395
0,91,5,5,5850.49120909348,5850.49120909348
1,91,2,3,2409.9354398622822,2409.9354398622822
2,91,3,4,4156.442363373182,4156.442363373182
3,91,4,5,4510.2407521436435,4510.2407521436435
4,91,3,3,4055.787578689239,4055.787578689239
5,91,2,3,2546.0319274123262,2546.0319274123262
6,91,3,3,3717.254949843727,3717.254949843727
7,91,2,2,2199.622619929879,2199.622619929879
0,92,5,8,5695.089169438319,5695.089169438319
1,92,2,2,2355.079762293859,2355.079762293859
2,92,3,4,4361.5048517578025,4361.5048517578025
3,92,4,6,4305.445607430623,4305.445607430623
4,92,3,4,4867.714000227858,4867.714000227858
5,92,2,2,2393.2933259197584,2393.2933259197584
6,92,3,6,4637.687320466414,4637.687320466414
7,92,2,2,2312.1226199298785,2312.1226199298785
0,93,5,8,5488.861230188614,5488.861230188614
1,93,2,2,2313.4130956271924,2313.4130956271924
2,93,3,4,4216.710517194253,4216.710517194253
3,93,4,5,4375.8535088511635,4375.8535088511635
4,93,3,4,4624.802264897083,4624.802264897083
5,93,2,3,2248.334670416277,2248.334670416277
6,93,3,5,4316.116718803574,4316.116718803574
7,93,2,2,2416.5806476858525,2416.5806476858525
0,94,5,6,6709.400888308769,6709.400888308769
1,94,2,3,3165.172135708814,3165.172135708814
2,94,3,4,4299.633756699235,4299.633756699235
3,94,4,5,4684.2674868457525,4684.2674868457525
4,94,3,4,4458.978258238983,4458.978258238983
5,94,2,3,2427.5013370829433,2427.5013370829433
6,94,3,5,3891.7955378008037,3891.7955378008037
7,94,2,4,3788.0899984103808,3788.0899984103808
0,95,5,6,5564.103490938334,5564.103490938334
1,95,2,3,2956.24057798608,2956.24057798608
2,95,3,4,4110.55643931156,4110.55643931156
3,95,4,5,5035.989952843471,5035.989952843471
4,95,3,4,4984.858895374532,4984.858895374532
5,95,2,3,2694.96689687351,2694.96689687351
6,95,3,4,4311.052919788282,4311.052919788282
7,95,2,2,2257.955953263212,2257.955953263212
0,96,5,6,6211.799908178681,6211.799908178681
1,96,2,2,2291.7981987088483,2291.7981987088483
2,96,3,4,3977.8566078268095,3977.8566078268095
3,96,4,5,4299.121625105035,4299.121625105035
4,96,3,5,4378.335996888209,4378.335996888209
5,96,2,2,2340.2161579429476,2340.2161579429476
6,96,3,3,3745.463510343485,3745.463510343485
7,96,2,2,2101.1497940604313,2101.1497940604313
0,97,5,6,5012.446333965449,5012.446333965449
1,97,2,3,3039.573911319414,3039.573911319414
2,97,3,4,4252.553579036106,4252.553579036106
3,97,4,6,4312.209471022919,4312.209471022919
4,97,3,4,4516.234685315083,4516.234685315083
5,97,2,2,2188.2393916248807,2188.2393916248807
6,97,3,3,3843.8040594101544,3843.8040594101544
7,97,2,2,2548.3866031590555,2548.3866031590555
0,98,5,5,5976.497901100501,5976.497901100501
1,98,2,3,2396.1049629828885,2396.1049629828885
2,98,3,4,4122.06317402087,4122.06317402087
3,98,4,6,4188.600303781758,4188.600303781758
4,98,3,4,4704.43407364386,4704.43407364386
5,98,2,3,2532.7318770923994,2532.7318770923994
6,98,3,4,4314.252802670749,4314.252802670749
7,98,2,2,2941.0177639538706,2941.0177639538706
0,99,5,7,5844.17521878003,5844.17521878003
1,99,2,3,3097.907244652747,3097.907244652747
2,99,3,4,3423.9100268319257,3423.9100268319257
3,99,4,5,4416.285889318985,4416.285889318985
4,99,3,4,5138.692437827724,5138.692437827724
5,99,2,4,2612.263544056706,2612.263544056706
6,99,3,5,4065.528915670541,4065.528915670541
7,99,2,2,2512.4139810191855,2512.4139810191855
0,100,5,5,6028.748538456779,6028.748538456779
1,100,2,2,2291.7981987088483,2291.7981987088483
2,100,3,3,3774.3828616055853,3774.3828616055853
3,100,4,5,4455.315281652024,4455.315281652024
4,100,3,4,4413.98363816468,4413.98363816468
5,100,2,3,2707.076498243282,2707.076498243282
6,100,3,5,4539.784606370731,4539.784606370731
7,100,2,2,2145.455953263212,2145.455953263212
