region,day,total_trucks,total_routes,total_cost,total_ww_cost
2,69,3,4,2878.9278507929876,2878.9278507929876
3,69,4,4,2576.5284468692907,2576.5284468692907
4,69,3,4,2908.0913862610537,2908.0913862610537
5,69,2,2,1516.1787276077278,1516.1787276077278
6,69,3,2,2091.3781970219798,2091.3781970219798
7,69,2,2,2326.6616858376838,2326.6616858376838
0,70,5,5,4344.483671788931,4344.483671788931
1,70,2,1,989.1926930247178,989.1926930247178
2,70,3,4,2899.087976983776,2899.087976983776
3,70,4,4,2671.2236204612773,2671.2236204612773
4,70,3,2,2078.1562358590118,2078.1562358590118
5,70,2,1,1235.9916817943035,1235.9916817943035
6,70,3,3,2570.7806587807354,2570.7806587807354
7,70,2,1,1623.428085930286,1623.428085930286
0,71,5,6,4255.422185870985,4255.422185870985
1,71,2,2,1681.4710288468905,1681.4710288468905
2,71,3,4,2849.761184126321,2849.761184126321
3,71,4,3,2429.3666703999925,2429.3666703999925
4,71,3,2,2717.2352579849467,2717.2352579849467
5,71,2,1,1319.3250151276368,1319.3250151276368
6,71,3,3,2612.447325447402,2612.447325447402
7,71,2,2,2169.5819943021393,2169.5819943021393
0,72,5,5,4339.7692181036255,4339.7692181036255
1,72,2,1,1203.6627423948757,1203.6627423948757
2,72,3,4,2833.1024958860776,2833.1024958860776
3,72,4,5,2846.109724735085,2846.109724735085
4,72,3,2,2989.498772583705,2989.498772583705
5,72,2,2,1641.1787276077275,1641.1787276077275
6,72,3,3,2737.4473254474024,2737.4473254474024
7,72,2,2,2061.248660968806,2061.248660968806
0,73,5,4,3783.465873187697,3783.465873187697
1,73,2,1,1245.3294090615425,1245.3294090615425
2,73,3,4,2899.0879769837757,2899.0879769837757
3,73,4,5,3312.6181246686388,3312.6181246686388
4,73,3,3,2482.5568142170105,2482.5568142170105
5,73,2,1,1360.9916817943035,1360.9916817943035
6,73,3,3,2598.7265670604957,2598.7265670604957
7,73,2,2,2061.248660968806,2061.248660968806
0,74,5,7,4465.824481918175,4465.824481918175
1,74,2,1,1245.3294090615425,1245.3294090615425
2,74,3,4,3012.7017216715976,3012.7017216715976
3,74,4,5,3096.1097247350854,3096.1097247350854
4,74,3,3,2356.9863188515565,2356.9863188515565
5,74,2,2,1599.512060941061,1599.512060941061
6,74,3,3,2620.1901363259212,2620.1901363259212
7,74,2,2,2236.2486609688062,2236.2486609688062
0,75,5,5,4132.6812456938,4132.6812456938
1,75,2,1,1078.6627423948757,1078.6627423948757
2,75,3,2,2757.9148586550555,2757.9148586550555
3,75,4,6,3318.71279106814,3318.71279106814
4,75,3,4,3002.7194883516268,3002.7194883516268
5,75,2,1,1152.6583484609703,1152.6583484609703
6,75,3,2,2027.6331663207088,2027.6331663207088
7,75,2,1,1635.2762162681022,1635.2762162681022
0,76,5,5,4207.424451774357,4207.424451774357
1,76,2,1,1245.3294090615425,1245.3294090615425
2,76,3,4,3072.1557202190143,3072.1557202190143
3,76,4,4,2659.861780202624,2659.861780202624
4,76,3,2,2036.043279220292,2036.043279220292
5,76,2,1,1319.3250151276368,1319.3250151276368
6,76,3,3,2516.613992114069,2516.613992114069
7,76,2,2,2098.7486609688062,2098.7486609688062
0,77,5,7,4366.374070735169,4366.374070735169
1,77,2,1,1286.996075728209,1286.996075728209
2,77,3,3,3117.595430969622,3117.595430969622
3,77,4,5,2971.634337917252,2971.634337917252
4,77,3,3,2523.6529855182234,2523.6529855182234
5,77,2,2,1516.1787276077278,1516.1787276077278
6,77,3,1,1645.3955296041822,1645.3955296041822
7,77,2,2,2140.4153276354727,2140.4153276354727
0,78,5,7,4425.311211341242,4425.311211341242
1,78,2,1,1036.996075728209,1036.996075728209
2,78,3,2,3112.8336051647602,3112.8336051647602
3,78,4,3,2429.886337037713,2429.886337037713
4,78,3,3,2665.794122013305,2665.794122013305
5,78,2,2,1599.512060941061,1599.512060941061
6,78,3,3,2499.9473254474024,2499.9473254474024
7,78,2,2,2032.0819943021393,2032.0819943021393
0,79,5,8,4952.622503981462,4952.622503981462
1,79,2,1,1286.996075728209,1286.996075728209
2,79,3,4,2708.1024958860776,2708.1024958860776
3,79,4,4,3341.40333431851,3341.40333431851
4,79,3,3,2565.31965218489,2565.31965218489
5,79,2,2,1557.8453942743943,1557.8453942743943
6,79,3,2,2351.8006712966144,2351.8006712966144
7,79,2,2,2282.0819943021393,2282.0819943021393
0,80,5,6,4546.289477500597,4546.289477500597
1,80,2,1,1161.996075728209,1161.996075728209
2,80,3,4,3338.4051547939584,3338.4051547939584
3,80,4,5,3262.101961333432,3262.101961333432
4,80,3,3,2872.692506926086,2872.692506926086
5,80,2,1,1194.3250151276368,1194.3250151276368
6,80,3,3,2502.8932337271617,2502.8932337271617
7,80,2,2,2057.0819943021397,2057.0819943021397
0,81,5,7,4382.491148584842,4382.491148584842
1,81,2,1,1328.6627423948757,1328.6627423948757
2,81,3,3,3167.778412497068,3167.778412497068
3,81,4,4,2787.426947594481,2787.426947594481
4,81,3,4,2908.0913862610537,2908.0913862610537
5,81,2,1,1235.9916817943035,1235.9916817943035
6,81,3,2,1966.37819702198,1966.37819702198
7,81,2,2,1976.1497940604313,1976.1497940604313
0,82,5,5,4372.440680197845,4372.440680197845
1,82,2,1,1328.6627423948757,1328.6627423948757
2,82,3,2,2904.2020436589787,2904.2020436589787
3,82,4,5,2923.028583606632,2923.028583606632
4,82,3,3,2398.6529855182234,2398.6529855182234
5,82,2,1,1110.9916817943035,1110.9916817943035
6,82,3,3,2470.1901363259212,2470.1901363259212
7,82,2,2,2223.748660968806,2223.748660968806
0,83,5,7,4335.584769092668,4335.584769092668
1,83,2,1,1245.3294090615425,1245.3294090615425
2,83,3,3,2967.595430969622,2967.595430969622
3,83,4,5,2887.7763914017514,2887.7763914017514
4,83,3,2,2791.4943080611506,2791.4943080611506
5,83,2,1,1277.6583484609703,1277.6583484609703
6,83,3,2,1943.909639644568,1943.909639644568
7,83,2,2,2269.5819943021393,2269.5819943021393
0,84,5,7,4238.478614656912,4238.478614656912
1,84,2,1,1328.6627423948757,1328.6627423948757
2,84,3,3,3268.316356555403,3268.316356555403
3,84,4,4,3235.2645769822457,3235.2645769822457
4,84,3,3,2273.6529855182234,2273.6529855182234
5,84,2,1,1360.9916817943035,1360.9916817943035
6,84,3,3,2620.1901363259212,2620.1901363259212
7,84,2,2,2348.748660968806,2348.748660968806
0,85,5,7,4244.9911485848415,4244.9911485848415
1,85,2,1,1161.996075728209,1161.996075728209
2,85,3,4,2900.2017216715976,2900.2017216715976
3,85,4,4,2608.2602809278146,2608.2602809278146
4,85,3,4,3002.7194883516268,3002.7194883516268
5,85,2,2,1516.1787276077278,1516.1787276077278
6,85,3,2,2160.9664996540423,2160.9664996540423
7,85,2,1,1623.428085930286,1623.428085930286
0,86,5,6,3824.953664427132,3824.953664427132
1,86,2,1,1286.996075728209,1286.996075728209
2,86,3,3,2973.190855808908,2973.190855808908
3,86,4,4,2704.0936142611476,2704.0936142611476
4,86,3,4,3033.0913862610537,3033.0913862610537
5,86,2,2,1516.1787276077278,1516.1787276077278
6,86,3,1,1555.0796229056589,1555.0796229056589
7,86,2,1,1569.2614192636192,1569.2614192636192
0,87,5,8,4752.150860081552,4752.150860081552
1,87,2,1,1245.3294090615425,1245.3294090615425
2,87,3,2,2653.727373411534,2653.727373411534
3,87,4,4,2619.148823806648,2619.148823806648
4,87,3,3,3172.924214220069,3172.924214220069
5,87,2,1,1360.9916817943035,1360.9916817943035
6,87,3,3,2516.613992114069,2516.613992114069
7,87,2,2,2061.248660968806,2061.248660968806
0,88,5,5,4427.989721026772,4427.989721026772
1,88,2,1,1245.3294090615425,1245.3294090615425
2,88,3,4,3433.2106843526662,3433.2106843526662
3,88,4,4,2881.8485229346747,2881.8485229346747
4,88,3,2,1888.6707040777246,1888.6707040777246
5,88,2,2,1641.1787276077275,1641.1787276077275
6,88,3,2,1924.7115303553132,1924.7115303553132
7,88,2,2,1990.4153276354727,1990.4153276354727
0,89,5,6,3949.953664427132,3949.953664427132
1,89,2,1,1342.438669418956,1342.438669418956
2,89,3,3,2671.218008588718,2671.218008588718
3,89,4,5,3053.7686280000985,3053.7686280000985
4,89,3,3,2724.3633843869884,2724.3633843869884
5,89,2,1,1194.3250151276368,1194.3250151276368
6,89,3,3,2678.5234696592547,2678.5234696592547
7,89,2,1,1569.2614192636192,1569.2614192636192
0,90,5,5,4190.623859118219,4190.623859118219
1,90,2,1,1412.307227213795,1412.307227213795
2,90,3,5,3488.5115139614736,3488.5115139614736
3,90,4,4,2772.2941288511597,2772.2941288511597
4,90,3,3,2356.9863188515565,2356.9863188515565
5,90,2,1,1277.6583484609703,1277.6583484609703
6,90,3,2,2039.7429729779014,2039.7429729779014
7,90,2,1,1460.928085930286,1460.928085930286
0,91,5,6,4654.212207510911,4654.212207510911
1,91,2,1,1412.307227213795,1412.307227213795
2,91,3,4,2929.3683883382646,2929.3683883382646
3,91,4,4,3224.7839823413315,3224.7839823413315
4,91,3,3,2398.6529855182234,2398.6529855182234
5,91,2,1,1277.6583484609703,1277.6583484609703
6,91,3,2,1924.7115303553132,1924.7115303553132
7,91,2,2,2157.955953263212,2157.955953263212
0,92,5,5,4375.559654992759,4375.559654992759
1,92,2,1,1120.3294090615423,1120.3294090615423
2,92,3,2,2946.213846328008,2946.213846328008
3,92,4,4,3213.811005967406,3213.811005967406
4,92,3,3,2675.8039225255047,2675.8039225255047
5,92,2,1,1062.9756996668998,1062.9756996668998
6,92,3,2,1856.2877445646764,1856.2877445646764
7,92,2,1,1623.428085930286,1623.428085930286
0,93,5,4,3979.9903086050513,3979.9903086050513
1,93,2,1,1328.6627423948757,1328.6627423948757
2,93,3,3,2967.5954309696226,2967.5954309696226
3,93,4,4,2743.7197267181236,2743.7197267181236
4,93,3,4,3033.0913862610537,3033.0913862610537
5,93,2,1,1319.3250151276368,1319.3250151276368
6,93,3,2,2049.7115303553132,2049.7115303553132
7,93,2,1,1569.2614192636192,1569.2614192636192
0,94,5,7,4369.690370346305,4369.690370346305
1,94,2,1,1072.526026358051,1072.526026358051
2,94,3,4,2815.7546436504426,2815.7546436504426
3,94,4,5,2840.7981798690125,2840.7981798690125
4,94,3,3,2789.3591735927525,2789.3591735927525
5,94,2,1,1360.9916817943035,1360.9916817943035
6,94,3,2,1927.2429729779014,1927.2429729779014
7,94,2,1,1569.2614192636192,1569.2614192636192
0,95,5,6,4598.453669988997,4598.453669988997
1,95,2,2,1769.248291773034,1769.248291773034
2,95,3,3,3115.557746889045,3115.557746889045
3,95,4,4,2968.254505082748,2968.254505082748
4,95,3,3,3287.4145852975053,3287.4145852975053
5,95,2,2,1516.1787276077278,1516.1787276077278
6,95,3,2,1897.9544112313429,1897.9544112313429
7,95,2,2,2115.4153276354727,2115.4153276354727
0,96,5,7,4656.343591726507,4656.343591726507
1,96,2,1,1412.307227213795,1412.307227213795
2,96,3,4,2890.374407974883,2890.374407974883
3,96,4,4,3280.5906773043826,3280.5906773043826
4,96,3,5,3724.7890791860714,3724.7890791860714
5,96,2,1,1021.3090330002331,1021.3090330002331
6,96,3,2,2386.7400220713557,2386.7400220713557
7,96,2,2,2157.0819943021393,2157.0819943021393
0,97,5,5,4011.5707709229905,4011.5707709229905
1,97,2,1,1161.996075728209,1161.996075728209
2,97,3,4,2795.594517459655,2795.594517459655
3,97,4,5,3096.1097247350845,3096.1097247350845
4,97,3,2,2090.505149798183,2090.505149798183
5,97,2,1,1152.6583484609703,1152.6583484609703
6,97,3,3,2433.2806587807354,2433.2806587807354
7,97,2,2,1990.4153276354727,1990.4153276354727
0,98,5,7,4432.928672237116,4432.928672237116
1,98,2,1,1328.6627423948757,1328.6627423948757
2,98,3,3,2392.073257404446,2392.073257404446
3,98,4,4,2827.0530600514576,2827.0530600514576
4,98,3,3,2792.112639937995,2792.112639937995
5,98,2,1,1235.9916817943035,1235.9916817943035
6,98,3,3,2541.6139921140693,2541.6139921140693
7,98,2,2,2017.8164607270978,2017.8164607270978
0,99,5,5,4210.10443761375,4210.10443761375
1,99,2,1,989.1926930247178,989.1926930247178
2,99,3,3,2606.1794986516907,2606.1794986516907
3,99,4,5,3044.7260189545523,3044.7260189545523
4,99,3,3,2487.511637653446,2487.511637653446
5,99,2,2,1516.1787276077275,1516.1787276077275
6,99,3,2,2091.3781970219798,2091.3781970219798
7,99,2,1,1569.2614192636192,1569.2614192636192
0,100,5,5,4151.673365368372,4151.673365368372
1,100,2,1,1412.307227213795,1412.307227213795
2,100,3,4,3379.1879331108767,3379.1879331108767
3,100,4,4,2637.343634563418,2637.343634563418
4,100,3,3,2712.785568207824,2712.785568207824
5,100,2,1,1360.9916817943035,1360.9916817943035
6,100,3,3,2799.3568029925873,2799.3568029925873
7,100,2,1,1623.428085930286,1623.428085930286
