region,day,total_trucks,total_routes,total_overworked,total_double_shift,total_cost,cost_overworked,total_ww_cost
1,16,2,3,1,1,2493.2687731956157,176.73580492704608,2493.2687731956157
2,16,3,3,2,0,2942.9947988699328,117.41776340182311,2942.9947988699328
3,16,4,5,0,1,4271.364754893408,0.0,4271.364754893408
4,16,3,4,2,1,4349.639990134824,260.9298008106356,4349.639990134824
5,16,2,4,0,2,2540.6326828112788,0.0,2540.6326828112788
6,16,3,4,2,1,3691.782148061923,345.552223938676,3691.782148061923
7,16,2,2,2,0,2548.3866031590555,137.42769904946658,2548.3866031590555
0,17,5,5,2,0,5658.517521957519,246.25815365698017,5658.517521957519
1,17,2,2,1,0,1814.6895750846209,23.031644880430754,1814.6895750846209
2,17,3,4,1,1,4060.886912369439,0.7498660342559257,4060.886912369439
3,17,4,6,0,2,4227.664415419492,0.0,4227.664415419492
4,17,3,4,1,1,4550.630199942205,292.5244931611456,4550.630199942205
5,17,2,4,0,2,2535.3060299134295,0.0,2535.3060299134295
6,17,3,4,2,1,4111.5567012019565,211.12218590360249,4111.5567012019565
7,17,2,2,1,0,2374.9139810191855,107.93522533225124,2374.9139810191855
0,18,5,5,3,0,6155.714078260202,281.0706927043766,6155.714078260202
1,18,2,2,1,0,2291.7981987088483,38.82957866005034,2291.7981987088483
2,18,3,4,1,1,4203.765874510436,105.64328454303505,4203.765874510436
3,18,4,6,0,2,4625.060877585343,0.0,4625.060877585343
4,18,3,4,3,1,4715.242183527135,398.17322978166976,4715.242183527135
5,18,2,3,0,1,2575.396929239525,0.0,2575.396929239525
6,18,3,4,3,1,4233.517808645193,308.1919365690453,4233.517808645193
7,18,2,3,1,1,3320.1990995803662,270.43522533225104,3320.1990995803662
0,19,5,5,1,0,5850.594332371758,58.106670110932036,5850.594332371758
1,19,2,3,1,1,2943.74057798608,89.81222834793016,2943.74057798608
2,19,3,4,2,1,4519.31342347157,266.8351643975564,4519.31342347157
3,19,4,5,0,1,4840.955413308766,0.0,4840.955413308766
4,19,3,4,2,1,4443.885405568099,238.76496200849118,4443.885405568099
5,19,2,3,0,1,2596.2263539154333,0.0,2596.2263539154333
6,19,3,4,2,1,4210.936787867284,355.2858648254675,4210.936787867284
7,19,2,2,1,0,2458.2473143525185,107.93522533225124,2458.2473143525185
0,20,5,6,1,1,6306.828737446939,147.12010640620855,6306.828737446939
1,20,2,3,1,1,2414.1021065289488,14.235804927046086,2414.1021065289488
2,20,3,4,1,1,4429.066689910583,64.47512226473967,4429.066689910583
3,20,4,5,1,1,4333.147150345611,70.74989544371923,4333.147150345611
4,20,3,4,2,1,4708.584994212054,317.0793583275502,4708.584994212054
5,20,2,3,0,1,2668.2838582982336,0.0,2668.2838582982336
6,20,3,5,1,2,4234.635422601146,228.66780853655257,4234.635422601146
7,20,2,2,2,0,2494.219936492389,83.26103238279991,2494.219936492389
0,21,5,5,1,0,5443.7478251852945,127.5952925690379,5443.7478251852945
1,21,2,2,0,0,1983.6233607294682,0.0,1983.6233607294682
2,21,3,4,1,1,4093.7714153666025,24.115579425031267,4093.7714153666025
3,21,4,6,0,2,5019.868814978534,0.0,5019.868814978534
4,21,3,4,2,1,4532.325658382242,200.8410604249554,4532.325658382242
5,21,2,4,0,2,2561.275313398224,0.0,2561.275313398224
6,21,3,4,2,1,4500.129859140879,227.69497352548962,4500.129859140879
7,21,2,2,1,0,2194.5819943021397,224.31731215851326,2194.5819943021397
0,22,5,7,2,2,5565.855539761385,92.85049725778279,5565.855539761385
1,22,2,2,0,0,2282.837526710375,0.0,2282.837526710375
2,22,3,3,1,0,3768.4648908360487,290.2753804510297,3768.4648908360487
3,22,4,4,0,0,4247.929747878695,0.0,4247.929747878695
4,22,3,3,2,0,4018.7701410449927,430.11155857878015,4018.7701410449927
5,22,2,3,0,1,2697.3363214868627,0.0,2697.3363214868627
6,22,3,3,2,0,4004.6919134268555,554.3407246029982,4004.6919134268555
7,22,2,2,1,0,2337.122619929879,185.1786033454085,2337.122619929879
0,23,5,5,2,0,5956.651510991933,122.32446865154947,5956.651510991933
1,23,2,2,2,0,2570.9499130737327,159.99100896414373,2570.9499130737327
2,23,3,4,2,1,4649.275508863874,163.33457052520126,4649.275508863874
3,23,4,6,0,2,4442.322644463416,0.0,4442.322644463416
4,23,3,4,3,1,4502.776937637095,394.85477941753726,4502.776937637095
5,23,2,3,1,1,2633.155214653245,82.99298149876653,2633.155214653245
6,23,3,4,3,1,4305.414306007868,184.73856446305214,4305.414306007868
7,23,2,2,1,0,2560.978474236228,191.99247371721535,2560.978474236228
0,24,5,6,1,1,5569.531631766226,6.576147459880265,5569.531631766226
1,24,2,3,1,1,2451.6021065289488,176.73580492704608,2451.6021065289488
2,24,3,4,1,1,4039.1525356480465,213.9766178763684,4039.1525356480465
3,24,4,5,0,1,4904.511892789187,0.0,4904.511892789187
4,24,3,4,2,1,4422.52698654435,411.16529987305944,4422.52698654435
5,24,2,4,0,2,2839.4347225569763,0.0,2839.4347225569763
6,24,3,4,3,1,4180.972584035017,284.2344936526734,4180.972584035017
7,24,2,2,2,0,2602.553269825722,191.59436571613324,2602.553269825722
0,25,5,6,1,1,5205.720752594139,83.03675157238017,5205.720752594139
1,25,2,2,1,0,2339.5100925186307,0.9339025677243298,2339.5100925186307
2,25,3,4,2,1,4141.59762847115,151.49510211218214,4141.59762847115
3,25,4,4,1,0,4460.38826235824,11.488912900990373,4460.38826235824
4,25,3,5,2,2,4532.148718303351,374.9051397325004,4532.148718303351
5,25,2,4,0,2,3020.774199445783,0.0,3020.774199445783
6,25,3,5,2,2,4155.680465540761,387.1363822908201,4155.680465540761
7,25,2,2,2,0,2656.719936492389,245.7610323827999,2656.719936492389
0,26,5,6,0,1,5603.186741447548,0.0,5603.186741447548
1,26,2,2,1,0,2400.131532042182,147.16291199338366,2400.131532042182
2,26,3,4,2,1,4549.068451644862,115.03376503815286,4549.068451644862
3,26,4,5,0,1,5138.640454909548,0.0,5138.640454909548
4,26,3,5,1,2,4649.047604946132,117.47618551251766,4649.047604946132
5,26,2,4,0,2,2797.7680558903094,0.0,2797.7680558903094
6,26,3,5,2,2,4581.366951750367,252.65247486354693,4581.366951750367
7,26,2,2,1,0,2361.2486609688062,224.31731215851326,2361.2486609688062
0,27,5,5,2,0,6031.83754717998,192.35142033368604,6031.83754717998
1,27,2,3,1,1,2881.776334709146,1.8560630367696578,2881.776334709146
2,27,3,4,1,1,3452.800039210077,24.115579425031267,3452.800039210077
3,27,4,4,0,0,4529.74106629523,0.0,4529.74106629523
4,27,3,5,2,2,5163.3345899815795,361.3575802939765,5163.3345899815795
5,27,2,3,1,1,2751.567016383444,28.707376940606675,2751.567016383444
6,27,3,4,2,1,4023.5661807086044,312.75180889517753,4023.5661807086044
7,27,2,2,1,0,2416.5806476858525,107.93522533225124,2416.5806476858525
0,28,5,6,2,1,6489.970532777322,185.34595027650315,6489.970532777322
1,28,2,3,1,1,2959.711216812775,76.04357066937591,2959.711216812775
2,28,3,3,1,0,3513.096855313214,0.8648815951457512,3513.096855313214
3,28,4,6,0,2,4308.917233597223,0.0,4308.917233597223
4,28,3,4,2,1,4575.570804690231,310.99108996170173,4575.570804690231
5,28,2,3,0,1,2707.9219128206123,0.0,2707.9219128206123
6,28,3,3,2,0,4009.633433869086,465.19260655619837,4009.633433869086
7,28,2,2,1,0,2432.0819943021397,170.15064549184643,2432.0819943021397
0,29,5,7,0,2,5095.150403162495,0.0,5095.150403162495
1,29,2,3,1,1,2509.9354398622822,68.40247159371276,2509.9354398622822
2,29,3,4,2,1,4441.473469373806,24.958279719848495,4441.473469373806
3,29,4,4,0,0,4208.7518728550085,0.0,4208.7518728550085
4,29,3,4,3,1,5311.569679627697,701.1930102416845,5311.569679627697
5,29,2,4,0,2,2451.972696580096,0.0,2451.972696580096
6,29,3,4,1,1,3766.9797198348792,174.85112212705639,3766.9797198348792
7,29,2,2,1,0,2494.3118075695616,83.659140383882,2494.3118075695616
0,30,5,5,2,0,5748.457784610679,92.80916457704575,5748.457784610679
1,30,2,3,1,1,3060.9430013758124,56.022729703436326,3060.9430013758124
2,30,3,4,1,1,3587.6556709049823,59.23726176977574,3587.6556709049823
3,30,4,5,0,1,4605.811107888734,0.0,4605.811107888734
4,30,3,4,1,1,4668.553311214572,156.2203042518939,4668.553311214572
