region,day,total_trucks,total_routes,total_overworked,total_double_shift,total_cost,cost_overworked,total_ww_cost
0,50,5,7,1,2,4533.415264182392,42.9616382667784,4533.415264182392
1,50,2,1,0,0,1286.996075728209,0.0,1286.996075728209
2,50,3,4,0,1,2940.7546436504426,0.0,2940.7546436504426
3,50,4,4,0,0,2604.417769937125,0.0,2604.417769937125
4,50,3,2,1,0,2030.9054036320977,1.4513335798028493,2030.9054036320977
5,50,2,2,0,0,1516.1787276077275,0.0,1516.1787276077275
6,50,3,3,1,0,2687.861136893408,31.208516528938013,2687.861136893408
7,50,2,1,1,0,1515.0947525969525,104.13584848736365,1515.0947525969525
0,51,5,7,1,2,4078.324481918174,28.220980354362386,4078.324481918174
1,51,2,1,0,0,1370.3294090615425,0.0,1370.3294090615425
2,51,3,5,1,2,3571.8448472948066,87.24413960916085,3571.8448472948066
3,51,4,5,0,1,3137.776391401752,0.0,3137.776391401752
4,51,3,2,0,0,2254.9067271472823,0.0,2254.9067271472823
5,51,2,1,0,0,1235.9916817943035,0.0,1235.9916817943035
6,51,3,2,1,0,2023.4664996540419,181.47396091122766,2023.4664996540419
7,51,2,2,1,0,1977.9153276354727,7.650645491846426,1977.9153276354727
0,52,5,6,1,1,3865.708689493201,127.45496834915691,3865.708689493201
1,52,2,2,0,0,1639.8043621802237,0.0,1639.8043621802237
2,52,3,4,0,1,2791.435829219411,0.0,2791.435829219411
3,52,4,6,0,2,3443.71279106814,0.0,3443.71279106814
4,52,3,3,1,0,2756.4793583079118,133.199710651476,2756.4793583079118
5,52,2,2,0,0,1682.8453942743945,0.0,1682.8453942743945
6,52,3,1,0,0,1555.0796229056589,0.0,1555.0796229056589
7,52,2,2,1,0,2194.5819943021397,224.31731215851326,2194.5819943021397
0,53,5,7,0,2,4238.478614656911,0.0,4238.478614656911
1,53,2,1,0,0,1078.6627423948757,0.0,1078.6627423948757
2,53,3,3,0,0,2918.783769912894,0.0,2918.783769912894
3,53,4,4,0,0,2618.195113535957,0.0,2618.195113535957
4,53,3,3,1,0,2467.4705891921712,51.71081267649382,2467.4705891921712
5,53,2,1,0,0,1194.3250151276368,0.0,1194.3250151276368
6,53,3,2,1,0,2052.2429729779014,126.91710090175381,2052.2429729779014
7,53,2,2,1,0,2252.9153276354727,115.98397882517975,2252.9153276354727
0,54,5,7,1,2,4383.644544674575,142.0200060394881,4383.644544674575
1,54,2,1,0,0,1203.6627423948757,0.0,1203.6627423948757
2,54,3,5,1,2,3530.1781806281406,87.24413960916085,3530.1781806281406
3,54,4,3,0,0,3148.292989758086,0.0,3148.292989758086
4,54,3,4,0,1,3190.577407785199,0.0,3190.577407785199
5,54,2,1,0,0,1194.3250151276368,0.0,1194.3250151276368
6,54,3,3,0,0,2458.1984072852183,0.0,2458.1984072852183
7,54,2,2,1,0,2277.9153276354727,224.31731215851326,2277.9153276354727
0,55,5,7,1,2,4417.194492231599,143.978026127326,4417.194492231599
1,55,2,1,0,0,1286.996075728209,0.0,1286.996075728209
2,55,3,3,1,0,3025.999979577629,103.4924641027395,3025.999979577629
3,55,4,4,1,0,2685.576662892188,6.844071765646972,2685.576662892188
4,55,3,3,0,0,2481.9863188515565,0.0,2481.9863188515565
5,55,2,2,0,0,1557.8453942743943,0.0,1557.8453942743943
6,55,3,3,1,0,2816.9374166218045,143.82726235021366,2816.9374166218045
7,55,2,2,1,0,2015.4153276354727,170.15064549184643,2015.4153276354727
0,56,5,6,1,1,3967.6376687415022,45.90498466873272,3967.6376687415022
1,56,2,1,0,0,1161.996075728209,0.0,1161.996075728209
2,56,3,4,0,1,3107.4213103171096,0.0,3107.4213103171096
3,56,4,5,0,1,3054.4430580684184,0.0,3054.4430580684184
4,56,3,4,0,1,2949.75805292772,0.0,2949.75805292772
5,56,2,2,0,0,1816.3604099518197,0.0,1816.3604099518197
6,56,3,2,1,0,1998.076306311235,72.75043423508714,1998.076306311235
7,56,2,2,1,0,2223.7486609688062,170.15064549184643,2223.7486609688062
0,57,5,4,1,0,4226.464301013193,53.46803444488298,4226.464301013193
1,57,2,1,0,0,1328.6627423948757,0.0,1328.6627423948757
2,57,3,4,1,1,3325.0212664442097,115.86874553702755,3325.0212664442097
3,57,4,5,0,1,3131.361916939966,0.0,3131.361916939966
4,57,3,3,1,0,2482.5568142170105,2.472146583633705,2482.5568142170105
5,57,2,1,0,0,1277.6583484609703,0.0,1277.6583484609703
6,57,3,2,1,0,2036.064712997206,152.40550758772494,2036.064712997206
7,57,2,1,1,0,1623.428085930286,212.46918182069697,1623.428085930286
0,58,5,7,1,2,4314.657294880854,89.86983397103562,4314.657294880854
1,58,2,1,0,0,1286.996075728209,0.0,1286.996075728209
2,58,3,4,0,1,2940.7546436504426,0.0,2940.7546436504426
3,58,4,5,0,1,3089.695250273299,0.0,3089.695250273299
4,58,3,4,1,1,3168.2401611706255,89.46467076703685,3168.2401611706255
5,58,2,1,0,0,1360.9916817943035,0.0,1360.9916817943035
6,58,3,3,1,0,2687.861136893408,31.208516528938013,2687.861136893408
7,58,2,1,1,0,1623.428085930286,212.46918182069697,1623.428085930286
0,59,5,6,1,1,4182.641425533997,27.747973052474563,4182.641425533997
1,59,2,1,0,0,1370.3294090615425,0.0,1370.3294090615425
2,59,3,3,2,0,3044.44802798751,139.6937890468872,3044.44802798751
3,59,4,3,0,0,2485.4170113343844,0.0,2485.4170113343844
4,59,3,4,0,1,2949.7580529277207,0.0,2949.7580529277207
5,59,2,1,0,0,1319.3250151276368,0.0,1319.3250151276368
6,59,3,3,1,0,2587.4473254474024,73.14062757789432,2587.4473254474024
7,59,2,2,1,0,2044.5819943021395,115.98397882517975,2044.5819943021395
0,60,5,5,1,0,4129.370457867474,142.40065421150356,4129.370457867474
1,60,2,2,0,0,1639.8043621802237,0.0,1639.8043621802237
2,60,3,4,1,1,2837.2611841263215,18.020982374388343,2837.2611841263215
3,60,4,4,0,0,2810.879998072596,0.0,2810.879998072596
4,60,3,5,0,2,3766.208005366281,0.0,3766.208005366281
5,60,2,1,0,0,1235.9916817943035,0.0,1235.9916817943035
6,60,3,4,1,1,3126.2278221287556,160.68768585252081,3126.2278221287556
7,60,2,2,1,0,2032.0819943021393,61.8173121585131,2032.0819943021393
0,61,5,6,1,1,4123.6073395987705,43.11645864338508,4123.6073395987705
1,61,2,1,0,0,1328.6627423948757,0.0,1328.6627423948757
2,61,3,3,1,0,3010.8070115167106,24.24684097023856,3010.8070115167106
3,61,4,5,0,1,2923.0285836066323,0.0,2923.0285836066323
4,61,3,2,0,0,1994.8229025256783,0.0,1994.8229025256783
5,61,2,2,0,0,1557.8453942743945,0.0,1557.8453942743945
6,61,3,2,1,0,2027.2429729779014,18.583767568420477,2027.2429729779014
7,61,2,1,1,0,1623.428085930286,212.46918182069697,1623.428085930286
0,62,5,6,1,1,4345.143470401102,198.46180141139456,4345.143470401102
1,62,2,1,0,0,884.1053360856226,0.0,884.1053360856226
2,62,3,4,1,1,3165.905899819344,102.69217075961127,3165.905899819344
3,62,4,4,0,0,2785.8154904733146,0.0,2785.8154904733146
4,62,3,3,1,0,2629.452234874491,0.776567787854876,2629.452234874491
5,62,2,1,0,0,1194.3250151276368,0.0,1194.3250151276368
6,62,3,3,1,0,2558.2806587807354,127.30729424456099,2558.2806587807354
7,62,2,1,1,0,1515.0947525969525,104.13584848736365,1515.0947525969525
0,63,5,6,0,1,3915.3775440743593,0.0,3915.3775440743593
1,63,2,1,0,0,1203.6627423948757,0.0,1203.6627423948757
2,63,3,4,1,1,3308.2106843526662,102.69011748101983,3308.2106843526662
3,63,4,6,0,2,3360.379457734807,0.0,3360.379457734807
4,63,3,2,1,0,2490.9690039054426,62.923934399889006,2490.9690039054426
5,63,2,2,0,0,1557.8453942743945,0.0,1557.8453942743945
6,63,3,2,1,0,2109.3763553975423,28.957173439798442,2109.3763553975423
7,63,2,2,1,0,2140.4153276354727,170.15064549184643,2140.4153276354727
0,64,5,6,1,1,4098.885100289,184.76522333716866,4098.885100289
1,64,2,1,0,0,1203.6627423948757,0.0,1203.6627423948757
2,64,3,4,0,1,2833.102495886078,0.0,2833.102495886078
3,64,4,5,0,1,2887.7763914017514,0.0,2887.7763914017514
4,64,3,2,0,0,1950.2543323158452,0.0,1950.2543323158452
5,64,2,1,0,0,1110.9916817943035,0.0,1110.9916817943035
6,64,3,3,1,0,2632.6901363259212,214.46415917637998,2632.6901363259212
7,64,2,2,1,0,2236.2486609688062,224.31731215851326,2236.2486609688062
0,65,5,6,1,1,3989.95054674134,26.772622143567496,3989.95054674134
1,65,2,2,0,0,1639.804362180224,0.0,1639.804362180224
2,65,3,4,1,1,3254.187933110876,170.03541220369422,3254.187933110876
3,65,4,5,0,1,3137.7763914017514,0.0,3137.7763914017514
4,65,3,4,0,1,3052.824148315861,0.0,3052.824148315861
5,65,2,1,0,0,1194.3250151276368,0.0,1194.3250151276368
6,65,3,2,0,0,2345.051894465048,0.0,2345.051894465048
7,65,2,2,1,0,2253.7892865965455,185.1786033454085,2253.7892865965455
0,66,5,7,1,2,4424.1578152515085,82.38764702102905,4424.1578152515085
1,66,2,1,0,0,1161.996075728209,0.0,1161.996075728209
2,66,3,3,2,0,3185.805928255375,129.4141275717838,3185.805928255375
3,66,4,4,0,0,2791.681601362982,0.0,2791.681601362982
4,66,3,2,1,0,2426.9772019350576,82.26546576283707,2426.9772019350576
5,66,2,2,0,0,1724.512060941061,0.0,1724.512060941061
6,66,3,3,1,0,3086.8040933448547,56.86018064004861,3086.8040933448547
7,66,2,2,1,0,2223.7486609688062,170.15064549184643,2223.7486609688062
0,67,5,6,1,1,3802.443790791143,121.78249877715662,3802.443790791143
1,67,2,1,0,0,1120.3294090615423,0.0,1120.3294090615423
2,67,3,3,1,0,2567.0846055997386,36.160286624045604,2567.0846055997386
3,67,4,4,1,0,2813.5328650174283,11.495756760940468,2813.5328650174283
4,67,3,3,0,0,2524.133063281128,0.0,2524.133063281128
5,67,2,2,0,0,1516.1787276077275,0.0,1516.1787276077275
6,67,3,3,1,0,2757.6901363259212,214.46415917637998,2757.6901363259212
7,67,2,2,0,0,2044.3890960809385,0.0,2044.3890960809385
0,68,5,6,1,1,3869.0281260388374,138.7916975741329,3869.0281260388374
1,68,2,2,1,0,1810.9149584397005,19.257028235510322,1810.9149584397005
2,68,3,3,1,0,2971.455905856199,0.7498660342559257,2971.455905856199
3,68,4,4,1,0,2895.4757872329737,71.80951052123666,2895.4757872329737
4,68,3,2,0,0,2054.22115465673,0.0,2054.22115465673
5,68,2,1,0,0,1110.9916817943035,0.0,1110.9916817943035
6,68,3,2,1,0,2236.380311100048,85.37518319560468,2236.380311100048
7,68,2,2,1,0,2212.122619929879,185.1786033454085,2212.122619929879
0,69,5,7,0,2,4321.811947990244,0.0,4321.811947990244
1,69,2,1,0,0,1197.526026358051,0.0,1197.526026358051
2,69,3,4,1,1,2878.9278507929876,18.020982374388343,2878.9278507929876
3,69,4,4,0,0,2576.5284468692903,0.0,2576.5284468692903
4,69,3,4,0,1,2908.0913862610537,0.0,2908.0913862610537
5,69,2,2,0,0,1516.1787276077275,0.0,1516.1787276077275
6,69,3,2,0,0,2091.3781970219798,0.0,2091.3781970219798
7,69,2,2,1,0,2326.6616858376838,111.6824355998658,2326.6616858376838
0,70,5,5,2,0,4344.483671788932,169.60324443691457,4344.483671788932
1,70,2,1,0,0,989.1926930247178,0.0,989.1926930247178
2,70,3,4,0,1,2899.087976983776,0.0,2899.087976983776
3,70,4,4,1,0,2671.2236204612773,136.0859023084121,2671.2236204612773
4,70,3,2,0,0,2078.1562358590118,0.0,2078.1562358590118
5,70,2,1,0,0,1235.9916817943035,0.0,1235.9916817943035
6,70,3,3,1,0,2570.7806587807354,181.47396091122766,2570.7806587807354
7,70,2,1,1,0,1623.428085930286,212.46918182069697,1623.428085930286
0,71,5,6,1,1,4255.422185870986,58.196959065792875,4255.422185870986
1,71,2,2,0,0,1681.4710288468905,0.0,1681.4710288468905
2,71,3,4,1,1,2849.761184126321,72.18764904105501,2849.761184126321
3,71,4,3,1,0,2429.3666703999925,108.78636226184682,2429.3666703999925
4,71,3,2,2,0,2717.2352579849467,100.79690182056278,2717.2352579849467
5,71,2,1,0,0,1319.3250151276368,0.0,1319.3250151276368
6,71,3,3,1,0,2612.447325447402,181.47396091122766,2612.447325447402
7,71,2,2,1,0,2169.5819943021397,115.98397882517975,2169.5819943021397
0,72,5,5,2,0,4339.7692181036255,281.9803209675571,4339.7692181036255
1,72,2,1,0,0,1203.6627423948757,0.0,1203.6627423948757
2,72,3,4,0,1,2833.1024958860776,0.0,2833.1024958860776
3,72,4,5,0,1,2846.109724735085,0.0,2846.109724735085
4,72,3,2,2,0,2989.498772583705,373.0604164193215,2989.498772583705
5,72,2,2,0,0,1641.1787276077278,0.0,1641.1787276077278
6,72,3,3,1,0,2737.4473254474024,181.47396091122766,2737.4473254474024
7,72,2,2,1,0,2061.2486609688062,7.650645491846426,2061.2486609688062
0,73,5,4,2,0,3783.465873187697,187.3811268760049,3783.465873187697
1,73,2,1,0,0,1245.3294090615425,0.0,1245.3294090615425
2,73,3,4,0,1,2899.0879769837757,0.0,2899.0879769837757
3,73,4,5,1,1,3312.6181246686388,80.59832701645344,3312.6181246686388
4,73,3,3,1,0,2482.5568142170105,2.472146583633705,2482.5568142170105
5,73,2,1,0,0,1360.9916817943035,0.0,1360.9916817943035
6,73,3,3,1,0,2598.7265670604957,72.10498159854109,2598.7265670604957
7,73,2,2,1,0,2061.2486609688062,7.650645491846426,2061.2486609688062
0,74,5,7,1,2,4465.824481918175,82.38764702102905,4465.824481918175
1,74,2,1,0,0,1245.3294090615425,0.0,1245.3294090615425
2,74,3,4,1,1,3012.7017216715976,2.6335322780537354,3012.7017216715976
3,74,4,5,0,1,3096.1097247350854,0.0,3096.1097247350854
4,74,3,3,0,0,2356.9863188515565,0.0,2356.9863188515565
5,74,2,2,0,0,1599.512060941061,0.0,1599.512060941061
6,74,3,3,1,0,2620.1901363259212,160.29749250971346,2620.1901363259212
7,74,2,2,1,0,2236.2486609688062,224.31731215851326,2236.2486609688062
0,75,5,5,1,0,4132.6812456938,42.9616382667784,4132.6812456938
1,75,2,1,0,0,1078.6627423948757,0.0,1078.6627423948757
2,75,3,2,2,0,2757.9148586550555,141.47650249067158,2757.9148586550555
3,75,4,6,0,2,3318.71279106814,0.0,3318.71279106814
4,75,3,4,1,1,3002.7194883516263,48.94399794803818,3002.7194883516263
5,75,2,1,0,0,1152.6583484609703,0.0,1152.6583484609703
6,75,3,2,1,0,2027.6331663207088,18.97396091122765,2027.6331663207088
7,75,2,1,1,0,1635.2762162681022,224.31731215851326,1635.2762162681022
0,76,5,5,1,0,4207.424451774358,81.08142669271683,4207.424451774358
1,76,2,1,0,0,1245.3294090615425,0.0,1245.3294090615425
2,76,3,4,1,1,3072.1557202190143,95.49785362010972,3072.1557202190143
3,76,4,4,0,0,2659.861780202624,0.0,2659.861780202624
4,76,3,2,1,0,2036.043279220292,10.640992141493118,2036.043279220292
5,76,2,1,0,0,1319.3250151276368,0.0,1319.3250151276368
6,76,3,3,1,0,2516.613992114069,127.30729424456099,2516.613992114069
7,76,2,2,1,0,2098.7486609688062,170.15064549184643,2098.7486609688062
0,77,5,7,1,2,4366.374070735169,108.15866197968663,4366.374070735169
1,77,2,1,0,0,1286.996075728209,0.0,1286.996075728209
2,77,3,3,1,0,3117.595430969622,125.88554748841182,3117.595430969622
3,77,4,5,0,1,2971.634337917252,0.0,2971.634337917252
4,77,3,3,0,0,2523.6529855182234,0.0,2523.6529855182234
5,77,2,2,0,0,1516.1787276077275,0.0,1516.1787276077275
6,77,3,1,1,0,1645.395529604182,28.957173439798442,1645.395529604182
7,77,2,2,1,0,2140.4153276354727,170.15064549184643,2140.4153276354727
0,78,5,7,1,2,4425.311211341242,142.0200060394881,4425.311211341242
1,78,2,1,0,0,1036.996075728209,0.0,1036.996075728209
2,78,3,2,2,0,3112.8336051647602,496.3952490003769,3112.8336051647602
3,78,4,3,0,0,2429.886337037713,0.0,2429.886337037713
4,78,3,3,0,0,2665.794122013305,0.0,2665.794122013305
5,78,2,2,0,0,1599.512060941061,0.0,1599.512060941061
6,78,3,3,1,0,2499.9473254474024,235.64062757789432,2499.9473254474024
7,78,2,2,1,0,2032.0819943021393,61.8173121585131,2032.0819943021393
0,79,5,8,0,3,4952.622503981461,0.0,4952.622503981461
1,79,2,1,0,0,1286.996075728209,0.0,1286.996075728209
2,79,3,4,0,1,2708.1024958860776,0.0,2708.1024958860776
3,79,4,4,1,0,3341.40333431851,52.31833789733595,3341.40333431851
4,79,3,3,0,0,2565.31965218489,0.0,2565.31965218489
5,79,2,2,0,0,1557.8453942743945,0.0,1557.8453942743945
6,79,3,2,1,0,2351.8006712966144,29.24469960345429,2351.8006712966144
7,79,2,2,1,0,2282.0819943021397,61.8173121585131,2282.0819943021397
0,80,5,6,1,1,4546.289477500597,120.53563573710034,4546.289477500597
1,80,2,1,0,0,1161.996075728209,0.0,1161.996075728209
2,80,3,4,1,1,3338.4051547939584,108.72326694736691,3338.4051547939584
3,80,4,5,0,1,3262.101961333432,0.0,3262.101961333432
4,80,3,3,1,0,2872.692506926086,31.63172353262118,2872.692506926086
5,80,2,1,0,0,1194.3250151276368,0.0,1194.3250151276368
6,80,3,3,1,0,2502.8932337271617,17.938314931874427,2502.8932337271617
7,80,2,2,1,0,2057.0819943021397,170.15064549184643,2057.0819943021397
0,81,5,7,1,2,4382.4911485848415,82.38764702102905,4382.4911485848415
1,81,2,1,0,0,1328.6627423948757,0.0,1328.6627423948757
2,81,3,3,0,0,3167.778412497068,0.0,3167.778412497068
3,81,4,4,1,0,2787.426947594481,108.6943564679402,2787.426947594481
4,81,3,4,0,1,2908.0913862610537,0.0,2908.0913862610537
5,81,2,1,0,0,1235.9916817943035,0.0,1235.9916817943035
6,81,3,2,0,0,1966.37819702198,0.0,1966.37819702198
7,81,2,2,0,0,1976.1497940604313,0.0,1976.1497940604313
0,82,5,5,2,0,4372.440680197845,198.8512722028968,4372.440680197845
1,82,2,1,0,0,1328.6627423948757,0.0,1328.6627423948757
2,82,3,2,2,0,2904.2020436589787,287.763687494595,2904.2020436589787
3,82,4,5,0,1,2923.028583606632,0.0,2923.028583606632
4,82,3,3,0,0,2398.6529855182234,0.0,2398.6529855182234
5,82,2,1,0,0,1110.9916817943035,0.0,1110.9916817943035
6,82,3,3,1,0,2470.1901363259212,51.96415917638015,2470.1901363259212
7,82,2,2,1,0,2223.7486609688062,170.15064549184643,2223.7486609688062
0,83,5,7,0,2,4335.584769092668,0.0,4335.584769092668
1,83,2,1,0,0,1245.3294090615425,0.0,1245.3294090615425
2,83,3,3,1,0,2967.595430969622,17.552214155078484,2967.595430969622
3,83,4,5,0,1,2887.7763914017514,0.0,2887.7763914017514
4,83,3,2,2,0,2791.4943080611506,175.055951896767,2791.4943080611506
5,83,2,1,0,0,1277.6583484609703,0.0,1277.6583484609703
6,83,3,2,1,0,1943.9096396445684,18.583767568420477,1943.9096396445684
7,83,2,2,1,0,2269.5819943021393,7.650645491846426,2269.5819943021393
0,84,5,7,0,2,4238.478614656911,0.0,4238.478614656911
1,84,2,1,0,0,1328.6627423948757,0.0,1328.6627423948757
2,84,3,3,2,0,3268.316356555403,164.47778610114236,3268.316356555403
3,84,4,4,0,0,3235.2645769822457,0.0,3235.2645769822457
4,84,3,3,0,0,2273.6529855182234,0.0,2273.6529855182234
5,84,2,1,0,0,1360.9916817943035,0.0,1360.9916817943035
6,84,3,3,1,0,2620.1901363259212,160.29749250971346,2620.1901363259212
7,84,2,2,1,0,2348.7486609688062,170.15064549184643,2348.7486609688062
0,85,5,7,1,2,4244.9911485848415,28.220980354362386,4244.9911485848415
1,85,2,1,0,0,1161.996075728209,0.0,1161.996075728209
2,85,3,4,1,1,2900.201721671598,56.80019894472041,2900.201721671598
3,85,4,4,1,0,2608.2602809278146,54.52768980127353,2608.2602809278146
4,85,3,4,1,1,3002.7194883516263,48.94399794803818,3002.7194883516263
5,85,2,2,0,0,1516.1787276077275,0.0,1516.1787276077275
6,85,3,2,1,0,2160.9664996540423,235.64062757789432,2160.9664996540423
7,85,2,1,1,0,1623.428085930286,212.46918182069697,1623.428085930286
0,86,5,6,1,1,3824.953664427132,28.220980354362386,3824.953664427132
1,86,2,1,0,0,1286.996075728209,0.0,1286.996075728209
2,86,3,3,2,0,2973.190855808908,41.79905512531705,2973.190855808908
3,86,4,4,1,0,2704.0936142611476,108.6943564679402,2704.0936142611476
4,86,3,4,0,1,3033.0913862610537,0.0,3033.0913862610537
5,86,2,2,0,0,1516.1787276077275,0.0,1516.1787276077275
6,86,3,1,0,0,1555.0796229056589,0.0,1555.0796229056589
7,86,2,1,1,0,1569.2614192636192,158.30251515403032,1569.2614192636192
0,87,5,8,1,3,4752.150860081552,34.067320878170236,4752.150860081552
1,87,2,1,0,0,1245.3294090615425,0.0,1245.3294090615425
2,87,3,2,1,0,2653.727373411534,51.108510879857235,2653.727373411534
3,87,4,4,0,0,2619.148823806648,0.0,2619.148823806648
4,87,3,3,1,0,3172.924214220069,77.13702797572797,3172.924214220069
5,87,2,1,0,0,1360.9916817943035,0.0,1360.9916817943035
6,87,3,3,1,0,2516.613992114069,127.30729424456099,2516.613992114069
7,87,2,2,1,0,2061.2486609688062,7.650645491846426,2061.2486609688062
0,88,5,5,2,0,4427.989721026772,252.88786753309128,4427.989721026772
1,88,2,1,0,0,1245.3294090615425,0.0,1245.3294090615425
2,88,3,4,1,1,3433.210684352667,102.69011748101983,3433.210684352667
3,88,4,4,1,0,2881.8485229346747,15.072954318529936,2881.8485229346747
4,88,3,2,0,0,1888.6707040777246,0.0,1888.6707040777246
5,88,2,2,0,0,1641.1787276077275,0.0,1641.1787276077275
6,88,3,2,0,0,1924.7115303553132,0.0,1924.7115303553132
7,88,2,2,1,0,1990.4153276354727,61.8173121585131,1990.4153276354727
0,89,5,6,1,1,3949.953664427131,28.220980354362386,3949.953664427131
1,89,2,1,0,0,1342.438669418956,0.0,1342.438669418956
2,89,3,3,0,0,2671.218008588718,0.0,2671.218008588718
3,89,4,5,0,1,3053.768628000099,0.0,3053.768628000099
4,89,3,3,1,0,2724.363384386989,146.0448270536952,2724.363384386989
5,89,2,1,0,0,1194.3250151276368,0.0,1194.3250151276368
6,89,3,3,1,0,2678.5234696592547,51.96415917638015,2678.5234696592547
7,89,2,1,1,0,1569.2614192636192,158.30251515403032,1569.2614192636192
0,90,5,5,1,0,4190.623859118219,82.38764702102905,4190.623859118219
1,90,2,1,1,0,1412.307227213795,1.3483231042059995,1412.307227213795
2,90,3,5,1,2,3488.5115139614736,87.24413960916085,3488.5115139614736
3,90,4,4,0,0,2772.2941288511597,0.0,2772.2941288511597
4,90,3,3,0,0,2356.9863188515565,0.0,2356.9863188515565
5,90,2,1,0,0,1277.6583484609703,0.0,1277.6583484609703
6,90,3,2,1,0,2039.7429729779014,72.75043423508714,2039.7429729779014
7,90,2,1,1,0,1460.928085930286,49.969181820696974,1460.928085930286
0,91,5,6,1,1,4654.212207510911,120.53563573710034,4654.212207510911
1,91,2,1,1,0,1412.307227213795,1.3483231042059995,1412.307227213795
2,91,3,4,1,1,2929.3683883382646,2.6335322780537354,2929.3683883382646
3,91,4,4,0,0,3224.7839823413315,0.0,3224.7839823413315
4,91,3,3,0,0,2398.6529855182234,0.0,2398.6529855182234
5,91,2,1,0,0,1277.6583484609703,0.0,1277.6583484609703
6,91,3,2,0,0,1924.7115303553132,0.0,1924.7115303553132
7,91,2,2,1,0,2157.955953263212,131.01193667874168,2157.955953263212
0,92,5,5,2,0,4375.559654992759,209.8787167818619,4375.559654992759
1,92,2,1,0,0,1120.3294090615423,0.0,1120.3294090615423
2,92,3,2,2,0,2946.213846328008,329.77549016362445,2946.213846328008
3,92,4,4,1,0,3213.811005967406,10.494354129734196,3213.811005967406
4,92,3,3,1,0,2675.8039225255047,51.71081267649382,2675.8039225255047
5,92,2,1,0,0,1062.9756996668998,0.0,1062.9756996668998
6,92,3,2,0,0,1856.2877445646764,0.0,1856.2877445646764
7,92,2,1,1,0,1623.428085930286,212.46918182069697,1623.428085930286
0,93,5,4,1,0,3979.9903086050513,218.70205678610716,3979.9903086050513
1,93,2,1,0,0,1328.6627423948757,0.0,1328.6627423948757
2,93,3,3,1,0,2967.5954309696226,17.552214155078484,2967.5954309696226
3,93,4,4,0,0,2743.7197267181236,0.0,2743.7197267181236
4,93,3,4,0,1,3033.0913862610537,0.0,3033.0913862610537
5,93,2,1,0,0,1319.3250151276368,0.0,1319.3250151276368
6,93,3,2,0,0,2049.7115303553132,0.0,2049.7115303553132
7,93,2,1,1,0,1569.2614192636192,158.30251515403032,1569.2614192636192
0,94,5,7,1,2,4369.690370346305,163.2163674549701,4369.690370346305
1,94,2,1,0,0,1072.526026358051,0.0,1072.526026358051
2,94,3,4,0,1,2815.7546436504426,0.0,2815.7546436504426
3,94,4,5,0,1,2840.7981798690125,0.0,2840.7981798690125
4,94,3,3,1,0,2789.3591735927525,31.63172353262118,2789.3591735927525
5,94,2,1,0,0,1360.9916817943035,0.0,1360.9916817943035
6,94,3,2,1,0,1927.2429729779017,126.91710090175381,1927.2429729779017
7,94,2,1,1,0,1569.2614192636192,158.30251515403032,1569.2614192636192
0,95,5,6,1,1,4598.453669988997,120.53563573710034,4598.453669988997
1,95,2,2,1,0,1769.248291773034,19.257028235510322,1769.248291773034
2,95,3,3,2,0,3115.557746889045,107.92020576589283,3115.557746889045
3,95,4,4,1,0,2968.254505082748,68.34684108532227,2968.254505082748
4,95,3,3,0,0,3287.4145852975053,0.0,3287.4145852975053
5,95,2,2,0,0,1516.1787276077275,0.0,1516.1787276077275
6,95,3,2,0,0,1897.954411231343,0.0,1897.954411231343
7,95,2,2,1,0,2115.4153276354727,61.8173121585131,2115.4153276354727
0,96,5,7,0,2,4656.343591726507,0.0,4656.343591726507
1,96,2,1,1,0,1412.307227213795,1.3483231042059995,1412.307227213795
2,96,3,4,1,1,2890.374407974883,13.377314431013032,2890.374407974883
3,96,4,4,0,0,3280.5906773043826,0.0,3280.5906773043826
4,96,3,5,1,2,3724.7890791860714,1.073542107979266,3724.7890791860714
5,96,2,1,0,0,1021.3090330002331,0.0,1021.3090330002331
6,96,3,2,0,0,2386.7400220713557,0.0,2386.7400220713557
7,96,2,2,1,0,2157.0819943021393,61.8173121585131,2157.0819943021393
0,97,5,5,1,0,4011.5707709229905,6.736610051974771,4011.5707709229905
1,97,2,1,0,0,1161.996075728209,0.0,1161.996075728209
2,97,3,4,1,1,2795.5945174596545,18.020982374388343,2795.5945174596545
3,97,4,5,0,1,3096.1097247350845,0.0,3096.1097247350845
4,97,3,2,1,0,2090.505149798183,23.436196052717147,2090.505149798183
5,97,2,1,0,0,1152.6583484609703,0.0,1152.6583484609703
6,97,3,3,1,0,2433.2806587807354,127.30729424456099,2433.2806587807354
7,97,2,2,1,0,1990.4153276354727,61.8173121585131,1990.4153276354727
0,98,5,7,1,2,4432.928672237115,93.21595052477703,4432.928672237115
1,98,2,1,0,0,1328.6627423948757,0.0,1328.6627423948757
2,98,3,3,0,0,2392.073257404446,0.0,2392.073257404446
3,98,4,4,0,0,2827.0530600514576,0.0,2827.0530600514576
4,98,3,3,0,0,2792.112639937995,0.0,2792.112639937995
5,98,2,1,0,0,1235.9916817943035,0.0,1235.9916817943035
6,98,3,3,1,0,2541.613992114069,235.64062757789432,2541.613992114069
7,98,2,2,0,0,2017.816460727098,0.0,2017.816460727098
0,99,5,5,1,0,4210.10443761375,120.70917119541588,4210.10443761375
1,99,2,1,0,0,989.1926930247178,0.0,989.1926930247178
2,99,3,3,1,0,2606.1794986516907,20.72081701155514,2606.1794986516907
