region,day,total_trucks,total_routes,total_overworked,total_double_shift,total_cost,cost_overworked,total_ww_cost
3,99,4,5,1,1,3044.7260189545523,61.01073843231364,3044.7260189545523
4,99,3,3,1,0,2487.511637653446,121.57819662698164,2487.511637653446
5,99,2,2,0,0,1516.1787276077278,0.0,1516.1787276077278
6,99,3,2,0,0,2091.3781970219798,0.0,2091.3781970219798
7,99,2,1,1,0,1569.2614192636192,158.30251515403032,1569.2614192636192
0,100,5,5,1,0,4151.673365368372,120.53563573710034,4151.673365368372
1,100,2,1,1,0,1412.307227213795,1.3483231042059995,1412.307227213795
2,100,3,4,1,1,3379.1879331108767,170.03541220369422,3379.1879331108767
3,100,4,4,0,0,2637.343634563418,0.0,2637.343634563418
4,100,3,3,1,0,2712.7855682078243,0.776567787854876,2712.7855682078243
5,100,2,1,0,0,1360.9916817943035,0.0,1360.9916817943035
6,100,3,3,1,0,2799.3568029925873,214.46415917637998,2799.3568029925873
7,100,2,1,1,0,1623.428085930286,212.46918182069697,1623.428085930286
